"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"18/04/2026";"1500";"28,3";"28,9";"26,7";"43,0";"48,0";"40,0";"14,7";"16,2";"12,5";"914,6";"915,9";"914,6";"1,5";"351,0";"4,6";"2813,30";"0,0"
"18/04/2026";"1600";"29,3";"29,6";"27,8";"43,0";"46,0";"39,0";"15,5";"15,7";"13,6";"913,7";"914,6";"913,7";"1,7";"334,0";"5,1";"2843,90";"0,0"
"18/04/2026";"1700";"28,9";"29,4";"27,4";"42,0";"49,0";"36,0";"14,7";"16,0";"12,3";"913,1";"913,7";"913,1";"1,6";"341,0";"5,3";"2106,50";"0,0"
"18/04/2026";"1800";"29,6";"30,3";"28,9";"38,0";"44,0";"33,0";"13,7";"15,7";"11,3";"912,6";"913,1";"912,6";"2,3";"310,0";"5,9";"2342,40";"0,0"
"18/04/2026";"1900";"29,0";"30,0";"28,8";"39,0";"42,0";"34,0";"13,6";"15,1";"11,8";"912,7";"912,7";"912,5";"1,4";"293,0";"5,1";"1135,10";"0,0"
"18/04/2026";"2000";"25,4";"29,0";"25,4";"49,0";"52,0";"37,0";"14,0";"15,7";"12,6";"912,9";"912,9";"912,6";"1,7";"281,0";"5,8";"203,10";"0,0"
"18/04/2026";"2100";"23,5";"25,5";"23,4";"58,0";"59,0";"47,0";"14,7";"15,0";"13,2";"912,9";"913,0";"912,8";"1,4";"281,0";"5,3";"41,90";"0,0"
"18/04/2026";"2200";"23,4";"23,7";"23,3";"59,0";"59,0";"57,0";"14,9";"14,9";"14,6";"913,3";"913,3";"912,8";"1,3";"266,0";"3,0";"";"0,0"
"18/04/2026";"2300";"22,2";"23,4";"22,2";"65,0";"65,0";"59,0";"15,3";"15,3";"14,8";"913,7";"913,7";"913,3";"1,0";"282,0";"2,4";"";"0,0"
"19/04/2026";"0000";"22,4";"22,7";"21,7";"65,0";"67,0";"64,0";"15,6";"15,6";"15,2";"914,5";"914,5";"913,7";"0,1";"175,0";"2,2";"";"0,0"
"19/04/2026";"0100";"20,4";"22,3";"20,2";"74,0";"75,0";"65,0";"15,7";"15,7";"15,4";"914,9";"915,0";"914,5";"0,8";"313,0";"1,4";"";"0,0"
"19/04/2026";"0200";"20,2";"20,8";"20,2";"74,0";"76,0";"74,0";"15,5";"16,1";"15,5";"915,0";"915,1";"914,9";"0,0";"188,0";"1,3";"";"0,0"
"19/04/2026";"0300";"20,2";"20,6";"20,0";"77,0";"77,0";"74,0";"16,0";"16,1";"15,6";"915,1";"915,2";"914,9";"0,0";"155,0";"0,8";"";"0,0"
"19/04/2026";"0400";"19,1";"20,2";"19,1";"81,0";"81,0";"77,0";"15,8";"16,1";"15,8";"915,0";"915,1";"915,0";"0,0";"18,0";"0,0";"";"0,0"
"19/04/2026";"0500";"18,9";"19,2";"18,5";"84,0";"85,0";"81,0";"16,2";"16,4";"15,8";"914,7";"915,1";"914,7";"0,0";"182,0";"0,8";"";"0,0"
"19/04/2026";"0600";"18,8";"19,2";"18,7";"82,0";"85,0";"81,0";"15,6";"16,3";"15,5";"914,3";"914,7";"914,3";"0,2";"182,0";"1,3";"";"0,0"
"19/04/2026";"0700";"18,0";"18,8";"18,0";"87,0";"87,0";"82,0";"15,7";"15,9";"15,4";"914,6";"914,6";"914,3";"0,5";"18,0";"1,9";"";"0,0"
"19/04/2026";"0800";"17,1";"18,0";"17,1";"89,0";"89,0";"87,0";"15,4";"15,8";"15,4";"914,9";"914,9";"914,6";"0,0";"329,0";"1,9";"";"0,0"
"19/04/2026";"0900";"16,7";"17,1";"16,7";"90,0";"90,0";"89,0";"15,1";"15,3";"15,1";"915,7";"915,7";"914,9";"0,0";"323,0";"0,7";"";"0,0"
"19/04/2026";"1000";"17,8";"17,8";"16,4";"91,0";"91,0";"90,0";"16,3";"16,3";"14,8";"916,4";"916,5";"915,7";"0,0";"59,0";"0,0";"67,00";"0,0"
"19/04/2026";"1100";"22,5";"22,5";"17,8";"70,0";"91,0";"70,0";"16,6";"17,1";"16,2";"917,0";"917,0";"916,4";"0,1";"162,0";"1,8";"493,90";"0,0"
"19/04/2026";"1200";"23,9";"24,6";"22,3";"60,0";"70,0";"56,0";"15,7";"16,7";"15,0";"917,4";"917,4";"916,9";"0,6";"14,0";"1,8";"1515,00";"0,0"
"19/04/2026";"1300";"26,5";"26,5";"23,9";"52,0";"62,0";"51,0";"15,7";"16,9";"14,4";"917,5";"917,5";"917,4";"0,9";"345,0";"2,6";"1954,60";"0,0"
"19/04/2026";"1400";"28,5";"28,6";"26,0";"40,0";"54,0";"40,0";"13,7";"16,4";"13,5";"916,9";"917,5";"916,9";"1,0";"253,0";"3,8";"2515,50";"0,0"
"19/04/2026";"1500";"28,4";"30,0";"28,0";"43,0";"47,0";"39,0";"14,5";"16,1";"13,9";"916,4";"916,9";"916,4";"1,0";"220,0";"5,2";"2698,20";"0,0"
"19/04/2026";"1600";"29,8";"30,5";"26,9";"39,0";"50,0";"38,0";"14,3";"16,9";"13,4";"915,7";"916,4";"915,7";"1,8";"281,0";"5,3";"2068,20";"0,0"
"19/04/2026";"1700";"29,1";"30,5";"27,7";"42,0";"49,0";"37,0";"15,0";"15,9";"13,3";"915,3";"915,7";"915,3";"0,2";"162,0";"6,0";"1939,10";"0,0"
"19/04/2026";"1800";"30,0";"31,2";"29,1";"40,0";"43,0";"35,0";"15,1";"16,3";"13,3";"914,9";"915,3";"914,9";"2,3";"275,0";"6,7";"2338,00";"0,0"
"19/04/2026";"1900";"29,6";"30,5";"28,7";"43,0";"46,0";"40,0";"15,7";"16,7";"14,7";"914,7";"914,9";"914,6";"2,5";"284,0";"7,1";"1069,50";"0,0"
"19/04/2026";"2000";"26,8";"30,1";"26,8";"54,0";"56,0";"41,0";"16,6";"17,2";"15,0";"914,7";"914,7";"914,5";"1,6";"278,0";"5,8";"289,10";"0,0"
"19/04/2026";"2100";"24,9";"26,8";"24,8";"58,0";"61,0";"52,0";"16,1";"16,8";"15,7";"915,7";"915,7";"914,7";"1,9";"274,0";"4,4";"116,00";"0,0"
"19/04/2026";"2200";"21,5";"25,4";"21,3";"74,0";"75,0";"57,0";"16,8";"17,1";"15,5";"916,2";"916,2";"915,4";"1,3";"81,0";"9,4";"";"0,0"
"19/04/2026";"2300";"20,1";"21,5";"19,8";"78,0";"80,0";"72,0";"16,2";"16,6";"15,9";"916,4";"916,4";"916,1";"0,4";"137,0";"3,7";"";"0,0"
"20/04/2026";"0000";"19,4";"20,1";"19,2";"82,0";"82,0";"78,0";"16,2";"16,5";"16,1";"916,6";"916,7";"916,4";"0,1";"111,0";"2,2";"";"0,0"
"20/04/2026";"0100";"20,4";"20,5";"19,3";"75,0";"82,0";"75,0";"15,8";"16,3";"15,7";"917,4";"917,4";"916,6";"0,3";"128,0";"2,0";"";"0,0"
"20/04/2026";"0200";"18,5";"20,6";"18,3";"83,0";"83,0";"73,0";"15,5";"15,8";"15,1";"917,4";"917,5";"917,3";"0,5";"334,0";"3,3";"";"0,0"
"20/04/2026";"0300";"18,6";"18,8";"18,1";"84,0";"84,0";"82,0";"15,8";"15,8";"15,4";"917,6";"917,7";"917,4";"0,0";"153,0";"1,3";"";"0,0"
"20/04/2026";"0400";"18,6";"18,8";"18,2";"83,0";"84,0";"83,0";"15,7";"16,1";"15,4";"917,4";"917,6";"917,3";"0,0";"277,0";"1,7";"";"0,0"
"20/04/2026";"0500";"17,3";"18,8";"17,3";"88,0";"88,0";"83,0";"15,3";"16,1";"15,2";"917,3";"917,4";"917,2";"0,5";"27,0";"2,4";"";"0,0"
"20/04/2026";"0600";"17,3";"17,8";"17,2";"89,0";"90,0";"88,0";"15,5";"16,0";"15,3";"917,6";"917,6";"917,3";"0,1";"321,0";"2,4";"";"0,0"
"20/04/2026";"0700";"18,7";"18,7";"17,2";"87,0";"90,0";"87,0";"16,4";"16,7";"15,5";"917,6";"917,6";"917,5";"0,7";"112,0";"2,3";"";"0,0"
"20/04/2026";"0800";"17,8";"18,9";"17,6";"90,0";"90,0";"85,0";"16,0";"16,5";"15,7";"918,0";"918,0";"917,6";"0,7";"318,0";"1,8";"";"0,2"
"20/04/2026";"0900";"19,4";"19,8";"17,7";"83,0";"90,0";"81,0";"16,5";"17,1";"16,0";"918,6";"918,6";"918,0";"1,9";"116,0";"5,8";"";"0,0"
"20/04/2026";"1000";"20,4";"20,5";"19,3";"79,0";"83,0";"79,0";"16,7";"16,7";"16,3";"919,1";"919,1";"918,6";"1,5";"120,0";"4,6";"96,80";"0,0"
"20/04/2026";"1100";"21,8";"21,8";"20,4";"75,0";"79,0";"75,0";"17,2";"17,3";"16,7";"919,6";"919,7";"919,1";"2,1";"103,0";"5,8";"619,30";"0,0"
"20/04/2026";"1200";"23,2";"23,3";"21,6";"70,0";"76,0";"69,0";"17,4";"17,8";"16,9";"919,7";"919,8";"919,5";"1,6";"107,0";"5,8";"1512,70";"0,0"
"20/04/2026";"1300";"24,9";"25,3";"23,0";"62,0";"71,0";"61,0";"17,2";"18,1";"16,8";"920,1";"920,1";"919,7";"1,1";"80,0";"5,1";"1723,90";"0,0"
"20/04/2026";"1400";"25,1";"26,8";"24,4";"65,0";"67,0";"56,0";"18,1";"18,5";"16,1";"919,6";"920,1";"919,6";"1,0";"54,0";"5,7";"1827,30";"0,0"
"20/04/2026";"1500";"28,1";"28,6";"24,9";"50,0";"66,0";"49,0";"16,5";"18,4";"16,0";"918,9";"919,6";"918,9";"1,3";"89,0";"4,7";"2377,90";"0,0"
"20/04/2026";"1600";"28,8";"29,2";"26,1";"47,0";"58,0";"46,0";"16,4";"18,0";"15,2";"918,2";"918,9";"918,2";"0,9";"93,0";"3,7";"2717,00";"0,0"
"20/04/2026";"1700";"27,3";"29,8";"27,0";"53,0";"54,0";"43,0";"16,9";"17,9";"15,2";"917,5";"918,2";"917,5";"1,2";"313,0";"4,5";"2339,80";"0,0"
"20/04/2026";"1800";"25,0";"27,3";"24,9";"60,0";"63,0";"49,0";"16,6";"18,0";"15,3";"916,9";"917,5";"916,9";"0,0";"67,0";"3,2";"459,40";"0,0"
"20/04/2026";"1900";"27,9";"29,0";"24,9";"51,0";"64,0";"47,0";"16,8";"18,4";"16,2";"916,5";"916,9";"916,4";"0,3";"39,0";"2,1";"622,70";"0,0"
"20/04/2026";"2000";"26,1";"28,8";"26,1";"56,0";"56,0";"46,0";"16,7";"17,3";"15,7";"916,5";"916,5";"916,4";"1,5";"21,0";"3,3";"313,20";"0,0"
"20/04/2026";"2100";"24,9";"26,1";"24,9";"63,0";"63,0";"56,0";"17,3";"17,6";"16,5";"917,0";"917,0";"916,4";"0,3";"103,0";"3,9";"100,00";"0,0"
"20/04/2026";"2200";"22,4";"24,9";"22,4";"71,0";"73,0";"61,0";"16,9";"18,1";"16,7";"917,6";"917,6";"917,0";"1,4";"38,0";"4,8";"";"0,0"
"20/04/2026";"2300";"22,5";"22,6";"21,9";"73,0";"74,0";"71,0";"17,3";"17,4";"16,8";"918,1";"918,1";"917,6";"1,1";"110,0";"3,6";"";"0,0"
"21/04/2026";"0000";"21,9";"22,6";"21,9";"76,0";"76,0";"73,0";"17,5";"17,6";"17,3";"918,3";"918,4";"918,1";"1,5";"124,0";"4,8";"";"0,0"
"21/04/2026";"0100";"21,8";"22,2";"21,6";"77,0";"77,0";"75,0";"17,5";"17,6";"17,4";"918,3";"918,4";"918,2";"0,9";"111,0";"3,7";"";"0,0"
"21/04/2026";"0200";"21,2";"21,9";"21,2";"80,0";"80,0";"77,0";"17,7";"17,7";"17,5";"918,2";"918,3";"918,2";"1,6";"122,0";"3,8";"";"0,0"
"21/04/2026";"0300";"21,4";"21,8";"21,2";"78,0";"80,0";"77,0";"17,3";"17,8";"17,3";"918,2";"918,4";"918,2";"1,1";"115,0";"4,9";"";"0,0"
"21/04/2026";"0400";"21,5";"21,8";"21,1";"77,0";"80,0";"76,0";"17,3";"17,6";"17,3";"918,1";"918,3";"918,1";"1,1";"113,0";"4,7";"";"0,0"
"21/04/2026";"0500";"21,0";"21,5";"20,7";"80,0";"81,0";"77,0";"17,4";"17,4";"17,3";"918,1";"918,1";"917,9";"2,0";"120,0";"4,6";"";"0,0"
"21/04/2026";"0600";"20,6";"21,1";"20,5";"80,0";"81,0";"79,0";"17,1";"17,3";"17,0";"918,0";"918,2";"918,0";"1,5";"112,0";"4,6";"";"0,0"
"21/04/2026";"0700";"20,0";"20,6";"19,8";"82,0";"83,0";"80,0";"16,9";"17,0";"16,8";"918,0";"918,1";"918,0";"0,8";"111,0";"3,5";"";"0,0"
"21/04/2026";"0800";"19,8";"20,0";"19,6";"82,0";"84,0";"82,0";"16,6";"16,9";"16,6";"918,5";"918,5";"918,0";"0,6";"120,0";"3,1";"";"0,0"
"21/04/2026";"0900";"19,6";"19,8";"19,4";"82,0";"84,0";"82,0";"16,5";"16,7";"16,4";"919,0";"919,0";"918,5";"1,0";"115,0";"3,1";"";"0,0"
"21/04/2026";"1000";"19,8";"19,9";"19,1";"82,0";"85,0";"82,0";"16,6";"16,8";"16,2";"919,7";"919,7";"919,0";"1,2";"101,0";"4,2";"77,60";"0,0"
"21/04/2026";"1100";"21,1";"21,1";"19,8";"76,0";"82,0";"76,0";"16,8";"16,9";"16,5";"920,3";"920,3";"919,7";"1,6";"112,0";"4,7";"503,40";"0,0"
"21/04/2026";"1200";"22,0";"22,1";"21,1";"73,0";"78,0";"72,0";"17,0";"17,5";"16,6";"921,1";"921,1";"920,3";"0,9";"92,0";"5,7";"1056,00";"0,0"
"21/04/2026";"1300";"22,5";"24,3";"21,9";"73,0";"76,0";"65,0";"17,4";"18,0";"16,4";"921,2";"921,3";"921,1";"1,2";"69,0";"5,9";"1244,80";"0,0"
"21/04/2026";"1400";"25,0";"26,7";"22,5";"59,0";"74,0";"54,0";"16,5";"18,1";"16,1";"920,5";"921,1";"920,5";"1,0";"75,0";"5,3";"2430,80";"0,0"
"21/04/2026";"1500";"26,0";"27,2";"24,3";"59,0";"65,0";"54,0";"17,5";"18,3";"15,7";"919,8";"920,5";"919,8";"1,3";"95,0";"3,8";"1910,00";"0,0"
"21/04/2026";"1600";"27,2";"27,5";"24,4";"53,0";"64,0";"50,0";"16,7";"18,6";"15,6";"919,1";"919,8";"919,1";"0,9";"79,0";"4,4";"2007,30";"0,0"
"21/04/2026";"1700";"28,2";"28,7";"26,6";"50,0";"54,0";"42,0";"16,7";"17,7";"14,2";"918,4";"919,2";"918,4";"0,9";"24,0";"4,2";"2753,70";"0,0"
"21/04/2026";"1800";"26,6";"28,9";"25,8";"52,0";"58,0";"44,0";"16,1";"17,0";"14,9";"917,8";"918,4";"917,7";"0,8";"67,0";"3,9";"1823,80";"0,0"
"21/04/2026";"1900";"25,0";"26,7";"25,0";"60,0";"64,0";"50,0";"16,6";"18,1";"15,4";"917,7";"917,8";"917,6";"1,6";"122,0";"4,5";"603,80";"0,0"
"21/04/2026";"2000";"24,0";"25,1";"24,0";"63,0";"63,0";"57,0";"16,5";"16,6";"15,8";"917,7";"917,8";"917,7";"2,3";"93,0";"5,9";"132,70";"0,0"
"21/04/2026";"2100";"23,2";"24,0";"23,2";"68,0";"68,0";"62,0";"16,8";"16,9";"16,4";"918,1";"918,1";"917,7";"1,5";"104,0";"5,9";"25,90";"0,0"
"21/04/2026";"2200";"22,7";"23,2";"22,7";"69,0";"70,0";"68,0";"16,8";"17,1";"16,8";"918,6";"918,6";"918,1";"1,6";"92,0";"6,3";"";"0,0"
"21/04/2026";"2300";"22,2";"22,7";"22,2";"71,0";"72,0";"69,0";"16,6";"16,9";"16,5";"919,1";"919,2";"918,6";"0,6";"91,0";"4,8";"";"0,0"
"22/04/2026";"0000";"21,5";"22,2";"21,4";"73,0";"74,0";"70,0";"16,4";"16,8";"16,3";"919,3";"919,3";"919,1";"1,8";"94,0";"5,0";"";"0,0"
"22/04/2026";"0100";"21,1";"21,6";"21,1";"74,0";"74,0";"73,0";"16,3";"16,6";"16,3";"919,3";"919,4";"919,2";"1,6";"103,0";"4,6";"";"0,0"
"22/04/2026";"0200";"20,8";"21,1";"20,4";"76,0";"78,0";"74,0";"16,5";"16,5";"16,3";"919,7";"919,7";"919,3";"1,4";"92,0";"4,3";"";"0,0"
"22/04/2026";"0300";"20,3";"20,8";"20,3";"78,0";"78,0";"76,0";"16,3";"16,5";"16,2";"919,5";"919,7";"919,5";"1,2";"120,0";"3,9";"";"0,0"
"22/04/2026";"0400";"20,1";"20,4";"19,8";"78,0";"80,0";"78,0";"16,2";"16,4";"16,2";"919,4";"919,6";"919,4";"1,4";"110,0";"4,3";"";"0,0"
"22/04/2026";"0500";"19,8";"20,2";"19,7";"79,0";"80,0";"78,0";"16,1";"16,3";"16,1";"919,4";"919,5";"919,4";"1,6";"98,0";"4,5";"";"0,0"
"22/04/2026";"0600";"19,6";"19,8";"19,5";"80,0";"80,0";"79,0";"16,0";"16,2";"16,0";"919,6";"919,6";"919,3";"1,5";"110,0";"4,4";"";"0,0"
"22/04/2026";"0700";"19,3";"19,6";"19,2";"81,0";"82,0";"80,0";"15,9";"16,1";"15,9";"919,3";"919,6";"919,3";"1,6";"108,0";"4,2";"";"0,0"
"22/04/2026";"0800";"18,9";"19,3";"18,9";"80,0";"81,0";"80,0";"15,5";"15,9";"15,5";"919,5";"919,6";"919,3";"1,5";"103,0";"4,7";"";"0,0"
"22/04/2026";"0900";"18,6";"19,0";"18,5";"82,0";"82,0";"80,0";"15,5";"15,6";"15,4";"919,9";"919,9";"919,4";"1,3";"106,0";"3,9";"";"0,0"
"22/04/2026";"1000";"19,4";"19,4";"18,4";"79,0";"83,0";"79,0";"15,6";"15,7";"15,4";"920,8";"920,8";"919,9";"1,6";"117,0";"4,1";"71,60";"0,0"
"22/04/2026";"1100";"21,0";"21,0";"19,4";"73,0";"79,0";"73,0";"16,1";"16,1";"15,6";"921,5";"921,5";"920,8";"2,3";"112,0";"6,0";"547,50";"0,0"
"22/04/2026";"1200";"22,4";"22,4";"20,8";"68,0";"75,0";"67,0";"16,1";"16,5";"15,7";"921,9";"921,9";"921,5";"1,8";"101,0";"6,8";"1492,20";"0,0"
"22/04/2026";"1300";"24,5";"24,9";"22,3";"61,0";"69,0";"58,0";"16,5";"17,5";"15,6";"921,8";"921,9";"921,8";"1,6";"78,0";"6,1";"2145,30";"0,0"
"22/04/2026";"1400";"25,6";"26,2";"24,0";"56,0";"62,0";"53,0";"16,2";"17,1";"15,0";"921,2";"921,9";"921,2";"1,6";"58,0";"4,9";"2239,60";"0,0"
"22/04/2026";"1500";"25,2";"26,0";"23,9";"54,0";"63,0";"53,0";"15,3";"17,0";"15,1";"920,3";"921,2";"920,3";"1,4";"58,0";"4,1";"1479,90";"0,0"
"22/04/2026";"1600";"27,2";"28,1";"25,2";"48,0";"58,0";"45,0";"15,2";"17,0";"13,8";"919,6";"920,3";"919,6";"1,6";"69,0";"4,3";"2668,10";"0,0"
"22/04/2026";"1700";"28,0";"28,4";"25,2";"45,0";"59,0";"41,0";"15,0";"16,6";"14,0";"918,7";"919,6";"918,7";"0,9";"30,0";"4,3";"2070,20";"0,0"
"22/04/2026";"1800";"26,2";"28,3";"26,2";"49,0";"53,0";"41,0";"14,7";"16,5";"13,6";"918,1";"918,7";"918,1";"0,9";"105,0";"4,2";"1954,80";"0,0"
"22/04/2026";"1900";"24,9";"27,6";"24,9";"58,0";"58,0";"46,0";"16,0";"17,0";"14,4";"918,2";"918,3";"918,1";"0,4";"55,0";"4,3";"685,50";"0,0"
"22/04/2026";"2000";"22,4";"24,9";"22,4";"69,0";"69,0";"54,0";"16,4";"17,3";"15,0";"918,5";"918,5";"918,2";"0,3";"319,0";"3,3";"170,40";"0,0"
"22/04/2026";"2100";"23,2";"23,2";"21,5";"63,0";"72,0";"63,0";"15,7";"16,4";"15,5";"918,8";"918,8";"918,4";"0,7";"92,0";"2,8";"26,70";"0,0"
"22/04/2026";"2200";"22,8";"23,5";"22,7";"63,0";"64,0";"60,0";"15,5";"15,9";"15,1";"919,4";"919,4";"918,8";"1,5";"106,0";"4,0";"";"0,0"
"22/04/2026";"2300";"21,7";"22,9";"21,7";"68,0";"68,0";"63,0";"15,6";"15,7";"15,3";"920,1";"920,1";"919,4";"0,7";"83,0";"4,5";"";"0,0"
"23/04/2026";"0000";"21,6";"22,2";"21,6";"70,0";"70,0";"67,0";"15,9";"16,0";"15,6";"920,7";"920,7";"920,1";"1,1";"117,0";"2,8";"";"0,0"
"23/04/2026";"0100";"21,4";"21,8";"21,3";"72,0";"72,0";"70,0";"16,2";"16,2";"15,9";"920,7";"920,8";"920,6";"1,5";"106,0";"4,3";"";"0,0"
"23/04/2026";"0200";"21,4";"21,5";"21,0";"71,0";"74,0";"71,0";"15,9";"16,3";"15,9";"920,3";"920,7";"920,3";"0,9";"115,0";"4,5";"";"0,0"
"23/04/2026";"0300";"21,0";"21,4";"20,8";"73,0";"74,0";"71,0";"16,0";"16,1";"15,9";"920,2";"920,3";"920,2";"2,0";"102,0";"4,7";"";"0,0"
"23/04/2026";"0400";"20,7";"21,2";"20,6";"75,0";"75,0";"72,0";"16,1";"16,1";"15,9";"920,0";"920,2";"920,0";"1,0";"110,0";"5,9";"";"0,0"
"23/04/2026";"0500";"19,9";"20,8";"19,8";"78,0";"78,0";"74,0";"15,9";"16,1";"15,8";"919,5";"920,0";"919,5";"1,6";"111,0";"4,0";"";"0,0"
"23/04/2026";"0600";"19,7";"20,1";"19,5";"78,0";"78,0";"77,0";"15,6";"15,9";"15,5";"919,5";"919,5";"919,4";"1,3";"120,0";"3,7";"";"0,0"
"23/04/2026";"0700";"20,2";"20,3";"19,6";"75,0";"78,0";"74,0";"15,5";"15,7";"15,4";"919,5";"919,6";"919,5";"1,3";"110,0";"4,5";"";"0,0"
"23/04/2026";"0800";"20,1";"20,3";"20,0";"75,0";"75,0";"74,0";"15,6";"15,6";"15,4";"919,9";"919,9";"919,5";"1,3";"116,0";"4,5";"";"0,0"
"23/04/2026";"0900";"19,4";"20,2";"19,4";"78,0";"78,0";"75,0";"15,5";"15,7";"15,5";"920,4";"920,4";"919,8";"1,5";"104,0";"4,7";"";"0,0"
"23/04/2026";"1000";"19,4";"19,5";"19,2";"80,0";"80,0";"78,0";"15,9";"15,9";"15,5";"921,1";"921,2";"920,4";"2,1";"105,0";"5,9";"77,40";"0,0"
"23/04/2026";"1100";"21,0";"21,0";"19,4";"73,0";"80,0";"71,0";"16,0";"16,1";"15,6";"921,7";"921,7";"921,1";"2,5";"93,0";"6,7";"609,20";"0,0"
"23/04/2026";"1200";"21,9";"21,9";"20,9";"67,0";"73,0";"66,0";"15,4";"16,1";"15,2";"922,1";"922,1";"921,7";"2,8";"107,0";"8,6";"1398,00";"0,0"
"23/04/2026";"1300";"23,5";"23,5";"21,5";"60,0";"69,0";"60,0";"15,2";"16,3";"15,1";"922,3";"922,4";"922,0";"2,3";"101,0";"8,6";"2214,50";"0,0"
"23/04/2026";"1400";"25,9";"25,9";"23,4";"52,0";"61,0";"51,0";"15,1";"15,9";"14,3";"921,9";"922,3";"921,9";"2,0";"59,0";"7,2";"2681,70";"0,0"
"23/04/2026";"1500";"26,4";"26,6";"24,2";"49,0";"57,0";"47,0";"14,8";"15,6";"13,8";"921,2";"921,9";"921,2";"1,6";"73,0";"6,5";"2724,50";"0,0"
"23/04/2026";"1600";"26,8";"27,3";"25,1";"45,0";"52,0";"43,0";"13,9";"16,0";"13,0";"920,3";"921,3";"920,3";"1,7";"74,0";"6,0";"2800,80";"0,0"
"23/04/2026";"1700";"27,2";"28,1";"26,6";"44,0";"49,0";"41,0";"14,0";"15,0";"13,0";"919,4";"920,3";"919,4";"1,8";"89,0";"6,4";"2694,80";"0,0"
"23/04/2026";"1800";"26,1";"28,2";"26,0";"45,0";"49,0";"42,0";"13,1";"15,0";"12,9";"919,0";"919,4";"919,0";"2,2";"104,0";"7,1";"2057,90";"0,0"
"23/04/2026";"1900";"24,5";"27,5";"24,5";"52,0";"52,0";"42,0";"14,1";"14,7";"13,0";"918,9";"919,0";"918,8";"1,9";"104,0";"6,7";"1007,70";"0,0"
"23/04/2026";"2000";"23,2";"24,6";"23,2";"59,0";"60,0";"49,0";"14,8";"14,9";"12,7";"919,3";"919,3";"918,9";"1,9";"76,0";"5,5";"153,70";"0,0"
"23/04/2026";"2100";"22,3";"23,4";"22,2";"65,0";"66,0";"59,0";"15,4";"15,6";"14,7";"919,6";"919,7";"919,3";"1,7";"85,0";"6,1";"31,10";"0,0"
"23/04/2026";"2200";"21,1";"22,3";"21,1";"70,0";"70,0";"65,0";"15,5";"15,7";"15,4";"920,2";"920,2";"919,6";"1,5";"89,0";"6,0";"";"0,0"
"23/04/2026";"2300";"20,9";"21,2";"20,5";"70,0";"73,0";"69,0";"15,1";"15,6";"15,1";"920,8";"920,9";"920,2";"1,7";"100,0";"6,1";"";"0,0"
"24/04/2026";"0000";"20,5";"21,0";"20,5";"67,0";"71,0";"65,0";"14,2";"15,2";"14,0";"921,3";"921,3";"920,8";"2,4";"109,0";"7,9";"";"0,0"
"24/04/2026";"0100";"19,6";"20,9";"19,6";"72,0";"72,0";"65,0";"14,5";"14,5";"13,9";"921,2";"921,4";"921,2";"0,9";"92,0";"5,6";"";"0,0"
"24/04/2026";"0200";"19,4";"19,7";"19,2";"76,0";"77,0";"72,0";"15,0";"15,1";"14,4";"921,3";"921,3";"921,1";"0,7";"107,0";"3,0";"";"0,0"
"24/04/2026";"0300";"18,4";"19,4";"18,4";"78,0";"78,0";"75,0";"14,4";"14,9";"14,3";"921,2";"921,3";"921,2";"0,4";"103,0";"3,3";"";"0,0"
"24/04/2026";"0400";"17,3";"19,0";"17,3";"82,0";"82,0";"75,0";"14,1";"14,7";"14,1";"920,7";"921,3";"920,7";"0,0";"200,0";"2,5";"";"0,0"
"24/04/2026";"0500";"18,8";"18,8";"17,1";"75,0";"83,0";"75,0";"14,3";"14,7";"14,1";"920,6";"920,7";"920,6";"0,7";"103,0";"2,5";"";"0,0"
"24/04/2026";"0600";"18,4";"18,9";"17,8";"79,0";"80,0";"75,0";"14,7";"14,7";"14,2";"920,6";"920,7";"920,6";"0,7";"96,0";"2,7";"";"0,0"
"24/04/2026";"0700";"17,5";"18,6";"16,6";"86,0";"87,0";"79,0";"15,2";"15,2";"13,9";"920,5";"920,6";"920,5";"0,7";"99,0";"3,1";"";"0,0"
"24/04/2026";"0800";"18,3";"18,5";"17,5";"81,0";"86,0";"80,0";"15,0";"15,2";"14,8";"920,7";"920,7";"920,4";"0,8";"105,0";"3,4";"";"0,0"
"24/04/2026";"0900";"18,0";"18,4";"17,9";"82,0";"82,0";"81,0";"14,9";"15,1";"14,9";"921,2";"921,2";"920,7";"1,4";"107,0";"3,6";"";"0,0"
"24/04/2026";"1000";"18,4";"18,5";"17,8";"81,0";"84,0";"81,0";"15,1";"15,1";"14,9";"921,9";"921,9";"921,2";"1,6";"113,0";"4,3";"63,50";"0,0"
"24/04/2026";"1100";"19,7";"19,8";"18,4";"77,0";"81,0";"75,0";"15,5";"15,5";"15,0";"922,5";"922,5";"921,9";"2,3";"124,0";"5,2";"539,60";"0,0"
"24/04/2026";"1200";"21,7";"21,7";"19,7";"69,0";"77,0";"68,0";"15,6";"15,7";"15,2";"922,9";"922,9";"922,5";"2,2";"108,0";"7,2";"1541,20";"0,0"
